"cep","geo","id_bairro","bairro","distrito","regional"
"88010000","-27.5957893, -48.5531835","13936","CENTRO","CENTRO","CENTRO"
"88010001","-27.5957791, -48.5531999","13936","CENTRO","CENTRO","CENTRO"
"88010002","-27.5926700, -48.5583901","13936","CENTRO","CENTRO","CENTRO"
"88010010","-27.5967938, -48.5506430","13936","CENTRO","CENTRO","CENTRO"
"88010020","-27.5963388, -48.5515213","13936","CENTRO","CENTRO","CENTRO"
"88010030","-27.5949437, -48.5515647","13936","CENTRO","CENTRO","CENTRO"
"88010040","-27.595852540706154, -48.55341571699109","13936","CENTRO","CENTRO","CENTRO"
"88010050","-27.594736485085505, -48.55376397902101","13936","CENTRO","CENTRO","CENTRO"
"88010055","-27.5974667, -48.5497560","13936","CENTRO","CENTRO","CENTRO"
"88010060","-27.595328554729207, -48.55426565673096","13936","CENTRO","CENTRO","CENTRO"
"88010070","-27.5956703, -48.5551645","13936","CENTRO","CENTRO","CENTRO"
"88010080","-27.5954357, -48.5560576","13936","CENTRO","CENTRO","CENTRO"
"88010090","-27.5939255, -48.5562564","13936","CENTRO","CENTRO","CENTRO"
"88010095","-27.5948040, -48.5574842","13936","CENTRO","CENTRO","CENTRO"
"88010100","-27.5969473, -48.5528392","13936","CENTRO","CENTRO","CENTRO"
"88010101","-27.5969377, -48.5528558","13936","CENTRO","CENTRO","CENTRO"
"88010102","-27.5959670, -48.5545594","13936","CENTRO","CENTRO","CENTRO"
"88010110","-27.5975223, -48.5523942","13936","CENTRO","CENTRO","CENTRO"
"88010120","-27.5945978, -48.5583131","13936","CENTRO","CENTRO","CENTRO"
"88010130","-27.5942139, -48.5595117","13936","CENTRO","CENTRO","CENTRO"
"88010135","-27.5951161, -48.5603094","13936","CENTRO","CENTRO","CENTRO"
"88010140","-27.5936699, -48.5591004","13936","CENTRO","CENTRO","CENTRO"
"88010145","-27.5937132, -48.5614862","13936","CENTRO","CENTRO","CENTRO"
"88010150","-27.5921224, -48.5613831","13936","CENTRO","CENTRO","CENTRO"
"88010155","-27.5914304, -48.5603904","13936","CENTRO","CENTRO","CENTRO"
"88010200","-27.5958878, -48.5554134","13936","CENTRO","CENTRO","CENTRO"
"88010210","-27.5959370, -48.5563785","13936","CENTRO","CENTRO","CENTRO"
"88010220","-27.5947341, -48.5599594","13936","CENTRO","CENTRO","CENTRO"
"88010225","-27.59910353893235, -48.55120683671664","13936","CENTRO","CENTRO","CENTRO"
"88010230","-27.5974247, -48.5538625","13936","CENTRO","CENTRO","CENTRO"
"88010235","-27.5956529, -48.5592984","13936","CENTRO","CENTRO","CENTRO"
"88010240","-27.6000828, -48.5519094","13936","CENTRO","CENTRO","CENTRO"
"88010245","-27.59910353893236, -48.55120683671665","13936","CENTRO","CENTRO","CENTRO"
"88010250","-27.5992615, -48.5516277","13936","CENTRO","CENTRO","CENTRO"
"88010260","-27.5973596, -48.5550723","13936","CENTRO","CENTRO","CENTRO"
"88010270","-27.5976670, -48.5555698","13936","CENTRO","CENTRO","CENTRO"
"88010272","-27.5980468, -48.5531198","13936","CENTRO","CENTRO","CENTRO"
"88010278","-27.5970399, -48.5547777","13936","CENTRO","CENTRO","CENTRO"
"88010280","-27.5983369, -48.5563030","13936","CENTRO","CENTRO","CENTRO"
"88010282","-27.5880716, -48.5482719","13936","CENTRO","CENTRO","CENTRO"
"88010290","-27.5986118, -48.5561378","13936","CENTRO","CENTRO","CENTRO"
"88010291","-27.5986132, -48.5561330","13936","CENTRO","CENTRO","CENTRO"
"88010295","-27.5968780, -48.5607530","13936","CENTRO","CENTRO","CENTRO"
"88010299","-27.5990136, -48.5521802","13936","CENTRO","CENTRO","CENTRO"
"88010300","-27.5954880, -48.5519450","13936","CENTRO","CENTRO","CENTRO"
"88010301","-27.5954803, -48.5519576","13936","CENTRO","CENTRO","CENTRO"
"88010310","-27.5928858, -48.5550940","13936","CENTRO","CENTRO","CENTRO"
"88010320","-27.595327412267856, -48.55086410609227","13936","CENTRO","CENTRO","CENTRO"
"88010400","-27.598625318836834, -48.54979543354504","13936","CENTRO","CENTRO","CENTRO"
"88010405","-27.5986256, -48.5505395","13936","CENTRO","CENTRO","CENTRO"
"88010410","-27.5992799, -48.5496178","13936","CENTRO","CENTRO","CENTRO"
"88010420","-27.59911015525092, -48.54928164567659","13936","CENTRO","CENTRO","CENTRO"
"88010430","-27.5988340, -48.5490277","13936","CENTRO","CENTRO","CENTRO"
"88010440","-27.5985151, -48.5486285","13936","CENTRO","CENTRO","CENTRO"
"88010450","-27.5973908, -48.5483339","13936","CENTRO","CENTRO","CENTRO"
"88010460","-27.5986746, -48.5488281","13936","CENTRO","CENTRO","CENTRO"
"88010470","-27.599632600808405, -48.54914981493712","13936","CENTRO","CENTRO","CENTRO"
"88010472","-27.5994551, -48.5489508","13936","CENTRO","CENTRO","CENTRO"
"88010500","-27.5967411, -48.5470674","13936","CENTRO","CENTRO","CENTRO"
"88010510","-27.5971389, -48.5479807","13936","CENTRO","CENTRO","CENTRO"
"88010520","-27.5959737, -48.5479910","13936","CENTRO","CENTRO","CENTRO"
"88010530","-27.5971625, -48.5500217","13936","CENTRO","CENTRO","CENTRO"
"88010540","-27.5954136, -48.5490380","13936","CENTRO","CENTRO","CENTRO"
"88010550","-27.5962215, -48.5489032","13936","CENTRO","CENTRO","CENTRO"
"88010560","-27.5982095, -48.5501255","13936","CENTRO","CENTRO","CENTRO"
"88010900","-27.596174727815818, -48.55018064907218","13936","CENTRO","CENTRO","CENTRO"
"88010901","-27.59638327692718, -48.54897048749494","13936","CENTRO","CENTRO","CENTRO"
"88010902","-27.5965248, -48.5524901","13936","CENTRO","CENTRO","CENTRO"
"88010903","-27.5949444, -48.5543957","13936","CENTRO","CENTRO","CENTRO"
"88010904","-27.5959496, -48.5509329","13936","CENTRO","CENTRO","CENTRO"
"88010905","-27.599632600808406, -48.54914981493713","13936","CENTRO","CENTRO","CENTRO"
"88010906","-27.5973717, -48.5539389","13936","CENTRO","CENTRO","CENTRO"
"88010907","-27.5973091, -48.5527887","13936","CENTRO","CENTRO","CENTRO"
"88010913","-27.5963501, -48.5544949","13936","CENTRO","CENTRO","CENTRO"
"88010914","-27.5950468, -48.5562989","13936","CENTRO","CENTRO","CENTRO"
"88010920","-27.597739382668237, -48.54948887997046","13936","CENTRO","CENTRO","CENTRO"
"88010970","-27.597851317531504, -48.54964676214981","13936","CENTRO","CENTRO","CENTRO"
"88010974","-27.593305445682873, -48.55731383382086","13936","CENTRO","CENTRO","CENTRO"
"88010975","-27.595249229172204, -48.5529450181006","13936","CENTRO","CENTRO","CENTRO"
"88010976","-27.5959060, -48.5482148","13936","CENTRO","CENTRO","CENTRO"
"88011959","-27.5980114, -48.5492992","13936","CENTRO","CENTRO","CENTRO"
"88012959","-27.5960828, -48.5481533","13936","CENTRO","CENTRO","CENTRO"
"88015000","-27.5953521, -48.5496077","13936","CENTRO","CENTRO","CENTRO"
"88015010","-27.5930294, -48.5499588","13936","CENTRO","CENTRO","CENTRO"
"88015020","-27.5950993, -48.5489907","13936","CENTRO","CENTRO","CENTRO"
"88015030","-27.59417289268254, -48.54902461996865","13936","CENTRO","CENTRO","CENTRO"
"88015040","-27.5943165, -48.5490903","13936","CENTRO","CENTRO","CENTRO"
"88015050","-27.5944562, -48.5484426","13936","CENTRO","CENTRO","CENTRO"
"88015060","-27.5936105, -48.5493907","13936","CENTRO","CENTRO","CENTRO"
"88015070","-27.59380091528929, -48.547326909106275","13936","CENTRO","CENTRO","CENTRO"
"88015080","-27.5937570, -48.5511101","13936","CENTRO","CENTRO","CENTRO"
"88015090","-27.5931399, -48.5519471","13936","CENTRO","CENTRO","CENTRO"
"88015100","-27.593132322873963, -48.55127869541823","13936","CENTRO","CENTRO","CENTRO"
"88015110","-27.5929130, -48.5513411","13936","CENTRO","CENTRO","CENTRO"
"88015120","-27.5922884, -48.5513112","13936","CENTRO","CENTRO","CENTRO"
"88015130","-27.5908802, -48.5530522","13936","CENTRO","CENTRO","CENTRO"
"88015140","-27.5930874, -48.5541223","13936","CENTRO","CENTRO","CENTRO"
"88015150","-27.5904177, -48.5539218","13936","CENTRO","CENTRO","CENTRO"
"88015160","-27.5911844, -48.5544251","13936","CENTRO","CENTRO","CENTRO"
"88015170","-27.5904945, -48.5557387","13936","CENTRO","CENTRO","CENTRO"
"88015179","-27.5906414, -48.5566209","13936","CENTRO","CENTRO","CENTRO"
"88015180","-27.5908544, -48.5557986","13936","CENTRO","CENTRO","CENTRO"
"88015185","-27.5911327, -48.5556988","13936","CENTRO","CENTRO","CENTRO"
"88015190","-27.5914394, -48.5556983","13936","CENTRO","CENTRO","CENTRO"
"88015195","-27.59465711672589, -48.53978012114892","13936","CENTRO","CENTRO","CENTRO"
"88015200","-27.5916772, -48.5529659","13936","CENTRO","CENTRO","CENTRO"
"88015201","-27.5916417, -48.5529435","13936","CENTRO","CENTRO","CENTRO"
"88015202","-27.5916746, -48.5529379","13936","CENTRO","CENTRO","CENTRO"
"88015203","-27.5916389, -48.5529139","13936","CENTRO","CENTRO","CENTRO"
"88015204","-27.5917275, -48.5500558","13936","CENTRO","CENTRO","CENTRO"
"88015205","-27.5916961, -48.5499484","13936","CENTRO","CENTRO","CENTRO"
"88015210","-27.5913109, -48.5486645","13936","CENTRO","CENTRO","CENTRO"
"88015220","-27.5914615, -48.5476213","13936","CENTRO","CENTRO","CENTRO"
"88015230","-27.5909605, -48.5496962","13936","CENTRO","CENTRO","CENTRO"
"88015231","-27.5908935, -48.5496692","13936","CENTRO","CENTRO","CENTRO"
"88015240","-27.5890440, -48.5514856","13936","CENTRO","CENTRO","CENTRO"
"88015245","-27.5889273, -48.5506706","13936","CENTRO","CENTRO","CENTRO"
"88015250","-27.5888255, -48.5523905","13936","CENTRO","CENTRO","CENTRO"
"88015260","-27.5900340, -48.5514365","13936","CENTRO","CENTRO","CENTRO"
"88015270","-27.5890771, -48.5507329","13936","CENTRO","CENTRO","CENTRO"
"88015280","-27.5902797, -48.5504371","13936","CENTRO","CENTRO","CENTRO"
"88015290","-27.588622662174128, -48.55008050290937","13936","CENTRO","CENTRO","CENTRO"
"88015300","-27.5884043, -48.5476194","13936","CENTRO","CENTRO","CENTRO"
"88015310","-27.5906466, -48.5467120","13936","CENTRO","CENTRO","CENTRO"
"88015320","-27.5901109, -48.5478964","13936","CENTRO","CENTRO","CENTRO"
"88015330","-27.5904418, -48.54878613028539","13936","CENTRO","CENTRO","CENTRO"
"88015340","-27.5899956, -48.5494002","13936","CENTRO","CENTRO","CENTRO"
"88015345","-27.5888400, -48.5497224","13936","CENTRO","CENTRO","CENTRO"
"88015350","-27.5890683, -48.5490290","13936","CENTRO","CENTRO","CENTRO"
"88015360","-27.5881105, -48.5459295","13936","CENTRO","CENTRO","CENTRO"
"88015370","-27.5887905, -48.5460672","13936","CENTRO","CENTRO","CENTRO"
"88015380","-27.5906690, -48.5459574","13936","CENTRO","CENTRO","CENTRO"
"88015390","-27.5891583, -48.5457743","13936","CENTRO","CENTRO","CENTRO"
"88015395","-27.5897358, -48.5478600","13936","CENTRO","CENTRO","CENTRO"
"88015400","-27.5884013, -48.5445969","13936","CENTRO","CENTRO","CENTRO"
"88015408","-27.587136209186518, -48.54324310142416","13936","CENTRO","CENTRO","CENTRO"
"88015410","-27.5890243, -48.5441096","13936","CENTRO","CENTRO","CENTRO"
"88015415","-27.5894441, -48.5446167","13936","CENTRO","CENTRO","CENTRO"
"88015420","-27.5899839, -48.5444564","13936","CENTRO","CENTRO","CENTRO"
"88015425","-27.5896614, -48.5449277","13936","CENTRO","CENTRO","CENTRO"
"88015430","-27.5909923, -48.5438499","13936","CENTRO","CENTRO","CENTRO"
"88015440","-27.5867422, -48.5466364","13936","CENTRO","CENTRO","CENTRO"
"88015450","-27.5868110, -48.5455730","13936","CENTRO","CENTRO","CENTRO"
"88015455","-27.5872173, -48.5449236","13936","CENTRO","CENTRO","CENTRO"
"88015460","-27.5860038, -48.5450564","13936","CENTRO","CENTRO","CENTRO"
"88015470","-27.5857788, -48.5457176","13936","CENTRO","CENTRO","CENTRO"
"88015480","-27.5855480, -48.5459308","13936","CENTRO","CENTRO","CENTRO"
"88015490","-27.5863107, -48.5466283","13936","CENTRO","CENTRO","CENTRO"
"88015500","-27.5835743, -48.5441888","13936","CENTRO","CENTRO","CENTRO"
"88015505","-27.5836359, -48.5449099","13936","CENTRO","CENTRO","CENTRO"
"88015510","-27.5858491, -48.5448213","13936","CENTRO","CENTRO","CENTRO"
"88015520","-27.5861546, -48.5489869","13936","CENTRO","CENTRO","CENTRO"
"88015530","-27.5864138, -48.5483920","13936","CENTRO","CENTRO","CENTRO"
"88015540","-27.5864245, -48.5497916","13936","CENTRO","CENTRO","CENTRO"
"88015550","-27.5867016, -48.5507850","13936","CENTRO","CENTRO","CENTRO"
"88015560","-27.5877558, -48.5522772","13936","CENTRO","CENTRO","CENTRO"
"88015570","-27.5866842, -48.5516148","13936","CENTRO","CENTRO","CENTRO"
"88015600","-27.5892405, -48.5584431","13936","CENTRO","CENTRO","CENTRO"
"88015601","-27.5892315, -48.5584182","13936","CENTRO","CENTRO","CENTRO"
"88015605","-27.5876653, -48.5537922","13936","CENTRO","CENTRO","CENTRO"
"88015610","-27.5876311, -48.5550216","13936","CENTRO","CENTRO","CENTRO"
"88015615","-27.5884022, -48.5566708","13936","CENTRO","CENTRO","CENTRO"
"88015620","-27.5902551, -48.5573795","13936","CENTRO","CENTRO","CENTRO"
"88015630","-27.59218326732124, -48.55756687825987","13936","CENTRO","CENTRO","CENTRO"
"88015640","-27.5908200, -48.5582777","13936","CENTRO","CENTRO","CENTRO"
"88015645","-27.59218326732125, -48.55756687825988","13936","CENTRO","CENTRO","CENTRO"
"88015650","-27.5902247, -48.5600683","13936","CENTRO","CENTRO","CENTRO"
"88015660","-27.59218326732126, -48.55756687825989","13936","CENTRO","CENTRO","CENTRO"
"88015670","-27.59218326732127, -48.55756687825990","13936","CENTRO","CENTRO","CENTRO"
"88015680","-27.5910419, -48.5606735","13936","CENTRO","CENTRO","CENTRO"
"88015700","-27.5865649, -48.5521023","13936","CENTRO","CENTRO","CENTRO"
"88015701","-27.5865918, -48.5520757","13936","CENTRO","CENTRO","CENTRO"
"88015702","-27.5854738, -48.5490037","13936","CENTRO","CENTRO","CENTRO"
"88015705","-27.59218326732128, -48.55756687825991","13936","CENTRO","CENTRO","CENTRO"
"88015706","-27.5874519, -48.5569718","13936","CENTRO","CENTRO","CENTRO"
"88015710","-27.5925554, -48.5626462","13936","CENTRO","CENTRO","CENTRO"
"88015720","-27.5932009, -48.5637152","13936","CENTRO","CENTRO","CENTRO"
"88015830","-27.59131854250993, -48.54317352207489","13936","CENTRO","CENTRO","CENTRO"
"88015900","-27.5949403, -48.5506081","13936","CENTRO","CENTRO","CENTRO"
"88015902","-27.59563145277841, -48.550342332603925","13936","CENTRO","CENTRO","CENTRO"
"88015903","-27.5877028, -48.5511901","13936","CENTRO","CENTRO","CENTRO"
"88015904","-27.5871188, -48.5508886","13936","CENTRO","CENTRO","CENTRO"
"88015905","-27.5910781, -48.5531733","13936","CENTRO","CENTRO","CENTRO"
"88015906","-27.5878305, -48.5545097","13936","CENTRO","CENTRO","CENTRO"
"88015959","-27.5924209, -48.5544870","13936","CENTRO","CENTRO","CENTRO"
"88015971","-27.587457597403418, -48.55270271852164","13936","CENTRO","CENTRO","CENTRO"
"88015973","-27.584913641885365, -48.54586431583784","13936","CENTRO","CENTRO","CENTRO"
"88015974","-27.5920092, -48.5546184","13936","CENTRO","CENTRO","CENTRO"
"88015975","-27.5860302, -48.5483287","13936","CENTRO","CENTRO","CENTRO"
"88015976","-27.5918450, -48.5505158","13936","CENTRO","CENTRO","CENTRO"
"88016959","-27.5918450, -48.5505577","13936","CENTRO","CENTRO","CENTRO"
"88017959","-27.5860217, -48.5483292","13936","CENTRO","CENTRO","CENTRO"
"88018000","-27.472305924498727, -48.40328970572901","13959","SÃO JOÃO DO RIO VERMELHO","SÃO JOÃO DO RIO VERMELHO","INGLESES"
"88020000","-27.5967676, -48.5467864","13936","CENTRO","CENTRO","CENTRO"
"88020001","-27.5967635, -48.5467730","13936","CENTRO","CENTRO","CENTRO"
"88020007","-27.59218326732129, -48.55756687825992","13936","CENTRO","CENTRO","CENTRO"
"88020008","-27.59218326732130, -48.55756687825993","13936","CENTRO","CENTRO","CENTRO"
"88020010","-27.5929248, -48.5453169","13936","CENTRO","CENTRO","CENTRO"
"88020015","-27.5929877, -48.5437544","13936","CENTRO","CENTRO","CENTRO"
"88020016","-27.59218326732131, -48.55756687825994","13936","CENTRO","CENTRO","CENTRO"
"88020020","-27.5941574, -48.5452335","13936","CENTRO","CENTRO","CENTRO"
"88020025","-27.5947516, -48.5453126","13936","CENTRO","CENTRO","CENTRO"
"88020030","-27.5930769, -48.5461971","13936","CENTRO","CENTRO","CENTRO"
"88020040","-27.5937365, -48.5473700","13936","CENTRO","CENTRO","CENTRO"
"88020050","-27.5947173, -48.5472283","13936","CENTRO","CENTRO","CENTRO"
"88020060","-27.595725261325143, -48.54676374648541","13936","CENTRO","CENTRO","CENTRO"
"88020070","-27.5962543, -48.5470105","13936","CENTRO","CENTRO","CENTRO"
"88020080","-27.5960287, -48.5459003","13936","CENTRO","CENTRO","CENTRO"
"88020090","-27.5948152, -48.5445716","13936","CENTRO","CENTRO","CENTRO"
"88020095","-27.5955501, -48.5445626","13936","CENTRO","CENTRO","CENTRO"
"88020100","-27.5969054, -48.5455971","13936","CENTRO","CENTRO","CENTRO"
"88020110","-27.5965181, -48.5446486","13936","CENTRO","CENTRO","CENTRO"
"88020120","-27.5967455, -48.5470499","13936","CENTRO","CENTRO","CENTRO"
"88020130","-27.5971439, -48.5479598","13936","CENTRO","CENTRO","CENTRO"
"88020133","-27.60126995476272, -48.5473858312845","13936","CENTRO","CENTRO","CENTRO"
"88020135","-27.5978962, -48.5468161","13936","CENTRO","CENTRO","CENTRO"
"88020140","-27.5985483, -48.5466068","13936","CENTRO","CENTRO","CENTRO"
"88020150","-27.5973237, -48.5449560","13936","CENTRO","CENTRO","CENTRO"
"88020160","-27.6004534, -48.5470145","13936","CENTRO","CENTRO","CENTRO"
"88020164","-27.60126995476273, -48.5473858312846","13936","CENTRO","CENTRO","CENTRO"
"88020170","-27.60126995476274, -48.5473858312847","13936","CENTRO","CENTRO","CENTRO"
"88020174","-27.6007382, -48.5473272","13936","CENTRO","CENTRO","CENTRO"
"88020175","-27.6011755, -48.5481459","13936","CENTRO","CENTRO","CENTRO"
"88020178","-27.601461121782613, -48.546621864332536","13936","CENTRO","CENTRO","CENTRO"
"88020180","-27.600934085080617, -48.54924410846126","13936","CENTRO","CENTRO","CENTRO"
"88020183","-27.601944161290994, -48.54684132686606","13936","CENTRO","CENTRO","CENTRO"
"88020185","-27.6031519, -48.5469353","13936","CENTRO","CENTRO","CENTRO"
"88020187","-27.6036087, -48.5474076","13936","CENTRO","CENTRO","CENTRO"
"88020188","-27.601944161290995, -48.54684132686607","13936","CENTRO","CENTRO","CENTRO"
"88020199","-27.6084637, -48.5481150","13936","CENTRO","CENTRO","CENTRO"
"88020200","-27.6082895, -48.5480796","13936","CENTRO","CENTRO","CENTRO"
"88020202","-27.6043137, -48.5466544","13936","CENTRO","CENTRO","CENTRO"
"88020210","-27.6015885, -48.5455384","13936","CENTRO","CENTRO","CENTRO"
"88020215","-27.59375720709197, -48.538237536555364","13936","CENTRO","CENTRO","CENTRO"
"88020219","-27.605483549500605, -48.54482309186386","13936","CENTRO","CENTRO","CENTRO"
"88020220","-27.605433852505314, -48.54388801544862","13936","CENTRO","CENTRO","CENTRO"
"88020221","-27.601944161290996, -48.54684132686608","13936","CENTRO","CENTRO","CENTRO"
"88020222","-27.601944161290997, -48.54684132686609","13936","CENTRO","CENTRO","CENTRO"
"88020223","-27.607890634353403, -48.54412389095116","13936","CENTRO","CENTRO","CENTRO"
"88020224","-27.5957230, -48.5468303","13936","CENTRO","CENTRO","CENTRO"
"88020225","-27.601944161290998, -48.54684132686610","13936","CENTRO","CENTRO","CENTRO"
"88020226","-27.607823187355603, -48.54410457936339","13936","CENTRO","CENTRO","CENTRO"
"88020227","-27.606263765425922, -48.545411361766725","13936","CENTRO","CENTRO","CENTRO"
"88020228","-27.601944161290999, -48.54684132686611","13936","CENTRO","CENTRO","CENTRO"
"88020229","-27.59620531265699, -48.54199865095917","13936","CENTRO","CENTRO","CENTRO"
"88020230","-27.606053974548143, -48.54600158631866","13948","JOSÉ MENDES","CENTRO","CENTRO"
"88020231","-27.6063964, -48.5450626","13936","CENTRO","CENTRO","CENTRO"
"88020240","-27.6063819, -48.5464120","13948","JOSÉ MENDES","CENTRO","CENTRO"
"88020242","-27.60865502716518, -48.544203899358952","13948","JOSÉ MENDES","CENTRO","CENTRO"
"88020243","-27.60865502716519, -48.544203899358953","13948","JOSÉ MENDES","CENTRO","CENTRO"
"88020245","-27.60865502716520, -48.544203899358954","13948","JOSÉ MENDES","CENTRO","CENTRO"
"88020250","-27.60865502716521, -48.544203899358955","13948","JOSÉ MENDES","CENTRO","CENTRO"
"88020252","-27.60867891577939, -48.54491802237232","13948","JOSÉ MENDES","CENTRO","CENTRO"
"88020260","-27.6083954, -48.5464178","13948","JOSÉ MENDES","CENTRO","CENTRO"
"88020262","-27.60896982816287, -48.54412038696973","13948","JOSÉ MENDES","CENTRO","CENTRO"
"88020270","-27.6091222, -48.5465055","13948","JOSÉ MENDES","CENTRO","CENTRO"
"88020271","-27.607774246661563, -48.5436214976967","13948","JOSÉ MENDES","CENTRO","CENTRO"
"88020272","-27.60920327180504, -48.546309059496025","13948","JOSÉ MENDES","CENTRO","CENTRO"
"88020273","-27.60772081185328, -48.5437291235757","13948","JOSÉ MENDES","CENTRO","CENTRO"
"88020275","-27.60920327180505, -48.546309059496026","13948","JOSÉ MENDES","CENTRO","CENTRO"
"88020280","-27.6096117, -48.5480202","13948","JOSÉ MENDES","CENTRO","CENTRO"
"88020281","-27.6082769, -48.5481769","13948","JOSÉ MENDES","CENTRO","CENTRO"
"88020282","-27.6083315, -48.5462472","13948","JOSÉ MENDES","CENTRO","CENTRO"
"88020285","-27.60806332563702, -48.547154537896795","13948","JOSÉ MENDES","CENTRO","CENTRO"
"88020287","-27.607958201948005, -48.54707326285281","13948","JOSÉ MENDES","CENTRO","CENTRO"
"88020290","-27.6073477, -48.5462895","13948","JOSÉ MENDES","CENTRO","CENTRO"
"88020292","-27.6028629, -48.5516701","13936","CENTRO","CENTRO","CENTRO"
"88020300","-27.6055712, -48.5472865","13936","CENTRO","CENTRO","CENTRO"
"88020301","-27.5923597, -48.5433211","13936","CENTRO","CENTRO","CENTRO"
"88020302","-27.6046766, -48.5472455","13936","CENTRO","CENTRO","CENTRO"
"88020303","-27.5923552, -48.5433206","13936","CENTRO","CENTRO","CENTRO"
"88020304","-27.5872358, -48.5430317","13936","CENTRO","CENTRO","CENTRO"
"88020305","-27.5874665, -48.5431491","13936","CENTRO","CENTRO","CENTRO"
"88020310","-27.6002504, -48.5435634","13936","CENTRO","CENTRO","CENTRO"
"88020313","-27.600960735906277, -48.542766329625444","13936","CENTRO","CENTRO","CENTRO"
"88020315","-27.591783465677064, -48.54068593488983","13936","CENTRO","CENTRO","CENTRO"
"88020320","-27.6001667, -48.5445151","13936","CENTRO","CENTRO","CENTRO"
"88020330","-27.5990900, -48.5437464","13936","CENTRO","CENTRO","CENTRO"
"88020331","-27.583516962197557, -48.536350436775834","13936","CENTRO","CENTRO","CENTRO"
"88020332","-27.581145272738507, -48.536235356528515","13936","CENTRO","CENTRO","CENTRO"
"88020335","-27.600960735906278, -48.542766329625445","13936","CENTRO","CENTRO","CENTRO"
"88020340","-27.5978361, -48.5430768","13936","CENTRO","CENTRO","CENTRO"
"88020342","-27.5978419, -48.5438902","13936","CENTRO","CENTRO","CENTRO"
"88020343","-27.600960735906279, -48.542766329625446","13936","CENTRO","CENTRO","CENTRO"
"88020344","-27.5981932, -48.5432690","13936","CENTRO","CENTRO","CENTRO"
"88020345","-27.583570428673312, -48.53506899045514","13936","CENTRO","CENTRO","CENTRO"
"88020346","-27.5981605, -48.5426072","13936","CENTRO","CENTRO","CENTRO"
"88020347","-27.5984308, -48.5442182","13936","CENTRO","CENTRO","CENTRO"
"88020348","-27.59827679860671, -48.54258299556037","13936","CENTRO","CENTRO","CENTRO"
"88020350","-27.5984310, -48.5442181","13936","CENTRO","CENTRO","CENTRO"
"88020355","-27.598259828612584, -48.54362926695279","13936","CENTRO","CENTRO","CENTRO"
"88020360","-27.598259828612585, -48.54362926695280","13936","CENTRO","CENTRO","CENTRO"
"88020364","-27.598259828612586, -48.54362926695281","13936","CENTRO","CENTRO","CENTRO"
"88020365","-27.58032889931892, -48.53208297004811","13936","CENTRO","CENTRO","CENTRO"
"88020400","-27.5949238, -48.5416043","13936","CENTRO","CENTRO","CENTRO"
"88020410","-27.5969641, -48.5432189","13936","CENTRO","CENTRO","CENTRO"
"88020420","-27.5946337, -48.5380535","13936","CENTRO","CENTRO","CENTRO"
"88020422","-27.59697340910703, -48.542349104695404","13936","CENTRO","CENTRO","CENTRO"
"88020425","-27.5971440, -48.5390029","13936","CENTRO","CENTRO","CENTRO"
"88020426","-27.58108076699039, -48.53274151409538","13936","CENTRO","CENTRO","CENTRO"
"88020427","-27.59697340910704, -48.542349104695405","13936","CENTRO","CENTRO","CENTRO"
"88020429","-27.5857175, -48.5422110","13936","CENTRO","CENTRO","CENTRO"
"88020430","-27.5950087, -48.5370625","13936","CENTRO","CENTRO","CENTRO"
"88020432","-27.59697340910705, -48.542349104695406","13936","CENTRO","CENTRO","CENTRO"
"88020435","-27.5849468, -48.5396083","13936","CENTRO","CENTRO","CENTRO"
"88020437","-27.59697340910706, -48.542349104695407","13936","CENTRO","CENTRO","CENTRO"
"88020440","-27.5925064, -48.5364949","13936","CENTRO","CENTRO","CENTRO"
"88020441","-27.606619599715433, -48.58767400782316","13938","COQUEIROS","CONTINENTAL","CONTINENTE"
"88020442","-27.59697340910707, -48.542349104695408","13936","CENTRO","CENTRO","CENTRO"
"88020443","-27.596558909202145, -48.54282257839632","13936","CENTRO","CENTRO","CENTRO"
"88020445","-27.592499817308344, -48.536465948540425","13936","CENTRO","CENTRO","CENTRO"
"88020450","-27.5962759, -48.5420589","13936","CENTRO","CENTRO","CENTRO"
"88020460","-27.5952715, -48.5401014","13936","CENTRO","CENTRO","CENTRO"
"88020465","-27.5946025, -48.5392928","13936","CENTRO","CENTRO","CENTRO"
"88020470","-27.5957399, -48.5410250","13936","CENTRO","CENTRO","CENTRO"
"88020475","-27.59474368049596, -48.5412619818658","13936","CENTRO","CENTRO","CENTRO"
"88020477","-27.5947833, -48.5403602","13936","CENTRO","CENTRO","CENTRO"
"88020480","-27.5945800, -48.5398331","13936","CENTRO","CENTRO","CENTRO"
"88020500","-27.5925270, -48.5408186","13936","CENTRO","CENTRO","CENTRO"
"88020510","-27.5917246, -48.5406937","13936","CENTRO","CENTRO","CENTRO"
"88020520","-27.5921754, -48.5400470","13936","CENTRO","CENTRO","CENTRO"
"88020530","-27.5915046, -48.5390321","13936","CENTRO","CENTRO","CENTRO"
"88020535","-27.591818804010167, -48.54037769492482","13936","CENTRO","CENTRO","CENTRO"
"88020540","-27.5919785, -48.5432622","13936","CENTRO","CENTRO","CENTRO"
"88020550","-27.5916262, -48.5448652","13936","CENTRO","CENTRO","CENTRO"
"88020552","-27.5917110, -48.5446200","13936","CENTRO","CENTRO","CENTRO"
"88020560","-27.5912648, -48.5406912","13936","CENTRO","CENTRO","CENTRO"
"88020565","-27.591818804010168, -48.54037769492483","13936","CENTRO","CENTRO","CENTRO"
